movieId,title,year
1975,Friday the 13th Part 2,1981
1979,Friday the 13th Part VI: Jason Lives,1986
1980,Friday the 13th Part VII: The New Blood,1988
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989
1982,Halloween,1978
1983,Halloween II,1981
1984,Halloween III: Season of the Witch,1982
1985,Halloween 4: The Return of Michael Myers,1988
1986,Halloween 5: The Revenge of Michael Myers,1989
1987,Prom Night,1980
1991,Child's Play,1988
1992,Child's Play 2,1990
1993,Child's Play 3,1991
1994,Poltergeist,1982
1995,Poltergeist II: The Other Side,1986
1996,Poltergeist III,1988
1998,Exorcist II: The Heretic,1977
2000,Lethal Weapon,1987
2001,Lethal Weapon 2,1989
2002,Lethal Weapon 3,1992
2003,Gremlins,1984
2004,Gremlins 2: The New Batch,1990
2007,Polish Wedding,1998
2009,Soylent Green,1973
2010,Metropolis,1927
2011,Back to the Future Part II,1989
2012,Back to the Future Part III,1990
2014,Freaky Friday,1977
2017,Babes in Toyland,1961
2018,Bambi,1942
2020,Dangerous Liaisons,1988
2021,Dune,1984
2025,Lolita,1997
2026,Disturbing Behavior,1998
2027,Jane Austen's Mafia!,1998
2028,Saving Private Ryan,1998
2029,Billy's Hollywood Screen Kiss,1997
2035,Blackbeard's Ghost,1968
2036,Blank Check,1994
2037,Candleshoe,1977
2041,Condorman,1981
2042,D2: The Mighty Ducks,1994
2043,Darby O'Gill and the Little People,1959
2046,Flight of the Navigator,1986
2050,Herbie Goes Bananas,1980
2052,Hocus Pocus,1993
2054,"Honey, I Shrunk the Kids",1989
2056,In Search of the Castaways,1962
2060,BASEketball,1998
2061,Full Tilt Boogie,1997
2064,Roger & Me,1989
2066,Out of the Past,1947
2067,Doctor Zhivago,1965
2070,Tender Mercies,1983
2071,And the Band Played On,1993
2073,Fandango,1985
2075,Mephisto,1981
2076,Blue Velvet,1986
2079,Kidnapped,1960
2080,Lady and the Tramp,1955
2084,Newsies,1992
2086,One Magic Christmas,1985
2087,Peter Pan,1953
2088,Popeye,1980
2091,Return from Witch Mountain,1978
2093,Return to Oz,1985
2096,Sleeping Beauty,1959
2097,Something Wicked This Way Comes,1983
2098,Son of Flubber,1963
2099,Song of the South,1946
2100,Splash,1984
2101,Squanto: A Warrior's Tale,1994
2102,Steamboat Willie,1928
2103,Tall Tale,1995
2104,Tex,1982
2105,Tron,1982
2106,Swing Kids,1993
2108,L.A. Story,1991
2110,Dead Men Don't Wear Plaid,1982
2112,Grand Canyon,1991
2115,Indiana Jones and the Temple of Doom,1984
2119,Maximum Overdrive,1986
2120,Needful Things,1993
2121,Cujo,1983
2122,Children of the Corn,1984
2123,All Dogs Go to Heaven,1989
2126,Snake Eyes,1998
2130,Atlantic City,1980
2132,Who's Afraid of Virginia Woolf?,1966
2133,Adventures in Babysitting,1987
2134,Weird Science,1985
2135,Doctor Dolittle,1967
2137,Charlotte's Web,1973
2138,Watership Down,1978
2143,Legend,1985
2144,Sixteen Candles,1984
2145,Pretty in Pink,1986
2146,St. Elmo's Fire,1985
2148,House,1986
2149,House II: The Second Story,1987
2152,Air Bud: Golden Receiver,1998
2154,How Stella Got Her Groove Back,1998
2159,Henry: Portrait of a Serial Killer,1986
2160,Rosemary's Baby,1968
2163,Attack of the Killer Tomatoes!,1978
2164,Surf Nazis Must Die,1987
2166,Return to Paradise,1998
2167,Blade,1998
2168,Dance with Me,1998
2169,Dead Man on Campus,1998
2170,Wrongfully Accused,1998
2171,Next Stop Wonderland,1998
2174,Beetlejuice,1988
2176,Rope,1948
2177,Family Plot,1976
2178,Frenzy,1972
2179,Topaz,1969
2180,Torn Curtain,1966
2181,Marnie,1964
2185,I Confess,1953
2186,Strangers on a Train,1951
2187,Stage Fright,1950
2188,54,1998
2193,Willow,1988
2195,Dirty Work,1998
2196,Knock Off,1998
2197,Firelight,1997
2200,Under Capricorn,1949
2202,Lifeboat,1944
2203,Shadow of a Doubt,1943
2204,Saboteur,1942
2205,Mr. & Mrs. Smith,1941
2206,Suspicion,1941
2207,Jamaica Inn,1939
2209,Young and Innocent,1937
2210,Sabotage,1936
2211,Secret Agent,1936
2215,Rich and Strange,1931
2221,Blackmail,1929
2222,Champagne,1928
2231,Rounders,1998
2232,Cube,1997
2236,Simon Birch,1998
2237,Without Limits,1998
2240,My Bodyguard,1980
2243,Broadcast News,1987
2245,Working Girl,1988
2247,Married to the Mob,1988
2248,Say Anything...,1989
2249,My Blue Heaven,1990
2250,Men Don't Leave,1990
2252,Hero,1992
2253,Toys,1992
2254,Choices,1981
2255,Young Doctors in Love,1982
2259,Blame It on Rio,1984
2261,One Crazy Summer,1986
2262,About Last Night...,1986
2264,We're No Angels,1989
2267,Mortal Thoughts,1991
2269,Indecent Proposal,1993
2271,Permanent Midnight,1998
2272,One True Thing,1998
2273,Rush Hour,1998
2275,Six-String Samurai,1998
2278,Ronin,1998
2279,Urban Legend,1998
2280,Clay Pigeons,1998
2282,Pecker,1998
2284,Bandit Queen,1994
2285,If....,1968
2287,Them!,1954
2290,Stardust Memories,1980
2291,Edward Scissorhands,1990
2293,Shadrach,1998
2294,Antz,1998
2297,What Dreams May Come,1998
2301,History of the World: Part I,1981
2302,My Cousin Vinny,1992
2303,Nashville,1975
2305,Slam,1998
2306,Holy Man,1998
2307,One Tough Cop,1998
2312,Children of a Lesser God,1986
2314,Beloved,1998
2316,Practical Magic,1998
2318,Happiness,1998
2320,Apt Pupil,1998
2321,Pleasantville,1998
2322,Soldier,1998
2325,Orgazmo,1997
2326,Shattered Image,1998
2327,Tales from the Darkside: The Movie,1990
2328,Vampires,1998
2329,American History X,1998
2331,Living Out Loud,1998
2333,Gods and Monsters,1998
2336,Elizabeth,1998
2337,Velvet Goldmine,1998
2338,I Still Know What You Did Last Summer,1998
2340,Meet Joe Black,1998
2342,Hard Core Logo,1996
2344,Runaway Train,1985
2345,Desert Bloom,1986
2349,Mona Lisa,1986
2350,Heart Condition,1990
2353,Enemy of the State,1998
2356,Celebrity,1998
2358,Savior,1998
2361,Pink Flamingos,1972
2362,Glen or Glenda,1953
2366,King Kong,1933
2367,King Kong,1976
2368,King Kong Lives,1986
2369,Desperately Seeking Susan,1985
2371,Fletch,1985
2372,Fletch Lives,1989
2373,Red Sonja,1985
2374,Gung Ho,1986
2377,Lifeforce,1985
2378,Police Academy,1984
2379,Police Academy 2: Their First Assignment,1985
2380,Police Academy 3: Back in Training,1986
2381,Police Academy 4: Citizens on Patrol,1987
2383,Police Academy 6: City Under Siege,1989
2384,Babe: Pig in the City,1998
2385,Home Fries,1998
2387,Very Bad Things,1998
2389,Psycho,1998
2390,Little Voice,1998
2392,Jack Frost,1998
2393,Star Trek: Insurrection,1998
2395,Rushmore,1998
2396,Shakespeare in Love,1998
2398,Miracle on 34th Street,1947
2399,Santa Claus: The Movie,1985
2400,Prancer,1989
2401,Pale Rider,1985
2402,Rambo: First Blood Part II,1985
2404,Rambo III,1988
2406,Romancing the Stone,1984
2407,Cocoon,1985
2408,Cocoon: The Return,1988
2409,Rocky II,1979
2410,Rocky III,1982
2411,Rocky IV,1985
2412,Rocky V,1990
2413,Clue,1985
2414,Young Sherlock Holmes,1985
2416,Back to School,1986
2417,Heartburn,1986
2418,Nothing in Common,1986
2419,Extremities,1986
2424,You've Got Mail,1998
2429,Mighty Joe Young,1998
2430,Mighty Joe Young,1949
2431,Patch Adams,1998
2432,Stepmom,1998
2434,Down in the Delta,1998
2435,Hurlyburly,1998
2436,Tea with Mussolini,1999
2437,Wilde,1997
2439,Affliction,1997
2440,Another Day in Paradise,1998
2442,Hilary and Jackie,1998
2443,Playing by Heart,1998
2444,24 7: Twenty Four Seven,1997
2445,At First Sight,1999
2446,In Dreams,1999
2447,Varsity Blues,1999
2448,Virus,1999
2450,Howard the Duck,1986
2457,Running Scared,1986
2458,Armed and Dangerous,1986
2461,Leatherface: Texas Chainsaw Massacre III,1990
2463,Ruthless People,1986
2465,Deadly Friend,1986
2468,Jumpin' Jack Flash,1986
2469,Peggy Sue Got Married,1986
2470,Crocodile Dundee,1986
2471,Crocodile Dundee II,1988
2472,Tough Guys,1986
2473,Soul Man,1986
2475,52 Pick-Up,1986
2476,Heartbreak Ridge,1986
2477,Firewalker,1986
2478,¡Three Amigos!,1986
2479,Gloria,1999
2481,My Name Is Joe,1998
2482,Still Crazy,1998
2485,She's All That,1999
2488,Peeping Tom,1960
2489,Spanish Fly,1998
2490,Payback,1999
2491,Simply Irresistible,1999
2492,20 Dates,1998
2496,Blast from the Past,1999
2497,Message in a Bottle,1999
2498,My Favorite Martian,1999
2500,Jawbreaker,1999
2501,October Sky,1999
2502,Office Space,1999
2504,200 Cigarettes,1999
2505,8MM,1999
2507,Breakfast of Champions,1999
2513,Pet Sematary,1989
2514,Pet Sematary II,1992
2515,Children of the Corn II: The Final Sacrifice,1993
2517,Christine,1983
2518,Night Shift,1982
2519,House on Haunted Hill,1959
2520,Airport,1970
2521,Airport 1975,1974
2522,Airport '77,1977
2525,Alligator,1980
2527,Westworld,1973
2528,Logan's Run,1976
2529,Planet of the Apes,1968
2530,Beneath the Planet of the Apes,1970
2531,Battle for the Planet of the Apes,1973
2532,Conquest of the Planet of the Apes,1972
2533,Escape from the Planet of the Apes,1971
2534,Avalanche,1978
2535,Earthquake,1974
2537,Beyond the Poseidon Adventure,1979
2539,Analyze This,1999
2541,Cruel Intentions,1999
2545,Relax... It's Just Sex,1998
2549,Wing Commander,1999
2551,Dead Ringers,1988
2552,My Boyfriend's Back,1993
2553,Village of the Damned,1960
2554,Children of the Damned,1963
2555,Baby Geniuses,1999
2558,Forces of Nature,1999
2560,Ravenous,1999
2561,True Crime,1999
2562,Bandits,1997
2563,Dangerous Beauty,1998
2569,Among Giants,1998
2572,10 Things I Hate About You,1999
2573,Tango,1998
2577,Metroland,1997
2579,Following,1998
2580,Go,1999
2581,Never Been Kissed,1999
2583,Cookie's Fortune,1999
2586,Goodbye Lover,1999
2587,Life,1999
2589,Friends & Lovers,1999
2590,Hideous Kinky,1998
2597,Lost & Found,1999
2598,Pushing Tin,1999
2599,Election,1999
2600,eXistenZ,1999
2605,Entrapment,1999
2606,Idle Hands,1999
2607,Get Real,1998
2610,Three Seasons,1999
2612,Mildred Pierce,1945
2613,Night of the Comet,1984
2615,My Science Project,1985
2616,Dick Tracy,1990
2620,This Is My Father,1998
2626,Edge of Seventeen,1998
2628,Star Wars: Episode I - The Phantom Menace,1999
2639,Mommie Dearest,1981
2640,Superman,1978
2641,Superman II,1980
2642,Superman III,1983
2643,Superman IV: The Quest for Peace,1987
2644,Dracula,1931
2647,House of Frankenstein,1944
2648,Frankenstein,1931
2649,Son of Frankenstein,1939
2651,Frankenstein Meets the Wolf Man,1943
2656,Tarantula,1955
2659,It Came from Hollywood,1982
2661,It Came from Outer Space,1953
2663,It Came from Beneath the Sea,1955
2664,Invasion of the Body Snatchers,1956
2665,Earth vs. the Flying Saucers,1956
2666,It Conquered the World,1956
2668,Swamp Thing,1982
2669,Pork Chop Hill,1959
2671,Notting Hill,1999
2676,Instinct,1999
2677,Buena Vista Social Club,1999
2678,Desert Blue,1998
2681,Free Enterprise,1998
2682,Limbo,1999
2683,Austin Powers: The Spy Who Shagged Me,1999
2687,Tarzan,1999
2693,Trekkies,1997
2694,Big Daddy,1999
2697,My Son the Fanatic,1997
2698,Zone 39,1997
2699,Arachnophobia,1990
2701,Wild Wild West,1999
2702,Summer of Sam,1999
2703,Broken Vessels,1998
2706,American Pie,1999
2707,Arlington Road,1999
2711,My Life So Far,1999
2712,Eyes Wide Shut,1999
2713,Lake Placid,1999
2717,Ghostbusters II,1989
2718,Drop Dead Gorgeous,1999
2720,Inspector Gadget,1999
2721,Trick,1999
2722,Deep Blue Sea,1999
2723,Mystery Men,1999
2724,Runaway Bride,1999
2725,Twin Falls Idaho,1999
2727,Killer's Kiss,1955
2728,Spartacus,1960
2729,Lolita,1962
2730,Barry Lyndon,1975
2733,Vibes,1988
2736,Brighton Beach Memoirs,1986
2737,Assassination,1987
2738,Crimes of the Heart,1986
2741,No Mercy,1986
2746,Little Shop of Horrors,1986
2748,Allan Quatermain and the Lost City of Gold,1987
2750,Radio Days,1987
2752,Outrageous Fortune,1987
2757,Frances,1982
2758,Plenty,1985
2759,Dick,1999
2767,Illuminata,1998
2770,Bowfinger,1999
2771,Brokedown Palace,1999
2772,Detroit Rock City,1999
2774,Better Than Chocolate,1999
2775,Head On,1998
2777,Cobra,1925
2778,Never Talk to Strangers,1995
2779,Heaven Can Wait,1978
2786,Haunted Honeymoon,1986
2787,Cat's Eye,1985
2789,Damien: Omen II,1978
2791,Airplane!,1980
2792,Airplane II: The Sequel,1982
2795,National Lampoon's Vacation,1983
2796,Funny Farm,1988
2797,Big,1988
2798,Problem Child,1990
2799,Problem Child 2,1991
2802,Tequila Sunrise,1988
2805,Mickey Blue Eyes,1999
2806,Teaching Mrs. Tingle,1999
2807,Universal Soldier: The Return,1999
2808,Universal Soldier,1992
2809,Love Stinks,1999
2812,In Too Deep,1999
2815,Iron Eagle,1986
2816,Iron Eagle II,1988
2818,Iron Eagle IV,1995
2822,Medicine Man,1992
2828,Dudley Do-Right,1999
2833,Lucie Aubrac,1997
2835,Chill Factor,1999
2836,Outside Providence,1999
2840,Stigmata,1999
2841,Stir of Echoes,1999
2847,Only Angels Have Wings,1939
2851,Saturn 3,1980
2856,I Saw What You Did,1965
2857,Yellow Submarine,1968
2858,American Beauty,1999
2859,Stop Making Sense,1984
2860,Blue Streak,1999
2861,For Love of the Game,1999
2864,Splendor,1999
2865,Sugar Town,1999
2867,Fright Night,1985
2870,Barefoot in the Park,1967
2871,Deliverance,1972
2872,Excalibur,1981
2873,Lulu on the Bridge,1998
2875,Sommersby,1993
2876,Thumbelina,1994
2877,Tommy,1975
2878,Hell Night,1981
2881,Double Jeopardy,1999
2882,Jakob the Liar,1999
2883,Mumford,1999
2884,Dog Park,1998
2885,Guinevere,1999
2887,Simon Sez,1999
2888,Drive Me Crazy,1999
2889,"Mystery, Alaska",1999
2890,Three Kings,1999
2891,"Happy, Texas",1999
2894,Romance,1999
2896,Alvarez Kelly,1966
2899,Gulliver's Travels,1939
2900,Monkey Shines,1988
2901,Phantasm,1979
2902,Psycho II,1983
2903,Psycho III,1986
2906,Random Hearts,1999
2907,Superstar,1999
2908,Boys Don't Cry,1999
2915,Risky Business,1983
2916,Total Recall,1990
2917,Body Heat,1981
2918,Ferris Bueller's Day Off,1986
2921,High Plains Drifter,1973
2926,Hairspray,1988
2927,Brief Encounter,1946
2929,Reds,1981
2932,Days of Heaven,1978
2936,Sullivan's Travels,1941
2939,Niagara,1953
2940,Gilda,1946
2941,South Pacific,1958
2942,Flashdance,1983
2943,Indochine,1992
2945,Mike's Murder,1984
2946,Help!,1965
2947,Goldfinger,1964
2948,From Russia with Love,1963
2949,Dr. No,1962
2953,Home Alone 2: Lost in New York,1992
2956,Someone to Watch Over Me,1987
2959,Fight Club,1999
2962,Fever Pitch,1997
2964,Julien Donkey-Boy,1999
2968,Time Bandits,1981
2970,Fitzcarraldo,1982
2971,All That Jazz,1979
2973,Crimes and Misdemeanors,1989
2974,Bats,1999
2976,Bringing Out the Dead,1999
2977,Crazy in Alabama,1999
2978,Three to Tango,1999
2979,Body Shots,1999
2984,On Any Sunday,1971
2985,RoboCop,1987
2986,RoboCop 2,1990
2988,Melvin and Howard,1980
2989,For Your Eyes Only,1981
2990,Licence to Kill,1989
2991,Live and Let Die,1973
2992,Rawhead Rex,1986
2993,Thunderball,1965
2995,House on Haunted Hill,1999
2996,Music of the Heart,1999
2997,Being John Malkovich,1999
3007,American Movie,1999
3008,Last Night,1998
3010,Rosetta,1999
3011,"They Shoot Horses, Don't They?",1969
3013,Bride of Re-Animator,1990
3015,Coma,1978
3016,Creepshow,1982
3017,Creepshow 2,1987
3018,Re-Animator,1985
3019,Drugstore Cowboy,1989
3020,Falling Down,1993
3024,Piranha,1978
3026,Slaughterhouse,1987
3029,Nighthawks,1981
3031,Repossessed,1990
3033,Spaceballs,1987
3034,Robin Hood,1973
3035,Mister Roberts,1955
3037,Little Big Man,1970
3039,Trading Places,1983
3040,Meatballs,1979
3041,Meatballs Part II,1984
3043,Meatballs 4,1992
3044,Dead Again,1991
3045,Peter's Friends,1992
3048,Under the Rainbow,1981
3049,How I Won the War,1967
3051,Anywhere But Here,1999
3052,Dogma,1999
3055,Felicia's Journey,1999
3056,Oxygen,1999
3061,Holiday Inn,1942
3063,Poison Ivy,1992
3066,Tora! Tora! Tora!,1970
3071,Stand and Deliver,1988
3072,Moonstruck,1987
3074,Jeremiah Johnson,1972
3075,Repulsion,1965
3076,Irma la Douce,1963
3077,42 Up,1998
3078,Liberty Heights,1999
3079,Mansfield Park,1999
3081,Sleepy Hollow,1999
3086,Babes in Toyland,1934
3087,Scrooged,1988
3088,Harvey,1950
3090,Matewan,1987
3093,McCabe & Mrs. Miller,1971
3094,Maurice,1987
3096,My Man Godfrey,1957
3099,Shampoo,1975
3101,Fatal Attraction,1987
3102,Jagged Edge,1985
3103,Stanley & Iris,1990
3104,Midnight Run,1988
3105,Awakenings,1990
3106,Come See the Paradise,1990
3107,Backdraft,1991
3110,Country,1984
3111,Places in the Heart,1984
3113,End of Days,1999
3114,Toy Story 2,1999
3115,Flawless,1999
3117,Ride with the Devil,1999
3122,Santa Fe Trail,1940
3127,Holy Smoke,1999
3129,Sweet and Lowdown,1999
3139,Tarzan the Fearless,1933
3140,Three Ages,1923
3142,U2: Rattle and Hum,1988
3143,Hell in the Pacific,1968
3145,Cradle Will Rock,1999
3146,Deuce Bigalow: Male Gigolo,1999
3149,Diamonds,1999
3155,Anna and the King,1999
3156,Bicentennial Man,1999
3157,Stuart Little,1999
3159,Fantasia 2000,1999
3160,Magnolia,1999
3162,Simpatico,1999
3163,Topsy-Turvy,1999
3165,Boiling Point,1993
3166,Brenda Starr,1989
3167,Carnal Knowledge,1971
3168,Easy Rider,1969
3169,The Falcon and the Snowman,1985
3171,Room at the Top,1959
3173,Any Given Sunday,1999
3174,Man on the Moon,1999
3175,Galaxy Quest,1999
3177,Next Friday,2000
3179,Angela's Ashes,1999
3181,Titus,1999
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999
3185,Snow Falling on Cedars,1999
3186,"Girl, Interrupted",1999
3189,My Dog Skip,1999
3190,Supernova,2000
3196,Stalag 17,1953
3198,Papillon,1973
3199,Pal Joey,1957
3201,Five Easy Pieces,1970
3203,Dead Calm,1989
3206,Against All Odds,1984
3210,Fast Times at Ridgemont High,1982
3213,Batman: Mask of the Phantasm,1993
3214,American Flyers,1985
3219,Pacific Heights,1990
3222,Carmen,1984
3225,Down to You,2000
3229,Another Man's Poison,1952
3232,Seven Chances,1925
3235,Where the Buffalo Roam,1980
3238,Eye of the Beholder,1999
3243,Encino Man,1992
3246,Malcolm X,1992
3247,Sister Act,1992
3248,Sister Act 2: Back in the Habit,1993
3250,Alive,1993
3251,Agnes of God,1985
3252,Scent of a Woman,1992
3253,Wayne's World,1992
3254,Wayne's World 2,1993
3256,Patriot Games,1992
3258,Death Becomes Her,1992
3259,Far and Away,1992
3260,Howards End,1992
3261,Singles,1992
3262,Twin Peaks: Fire Walk with Me,1992
3263,White Men Can't Jump,1992
3264,Buffy the Vampire Slayer,1992
3268,Stop! Or My Mom Will Shoot,1992
3269,Forever Young,1992
3271,Of Mice and Men,1992
3272,Bad Lieutenant,1992
3273,Scream 3,2000
3274,Single White Female,1992
3276,Gun Shy,2000
3282,Different for Girls,1996
3284,They Might Be Giants,1971
3286,Snow Day,2000
3298,Boiler Room,2000
3300,Pitch Black,2000
3302,Beautiful People,1999
3303,Black Tar Heroin: The Dark End of the Street,2000
3304,Blue Collar,1978
3307,City Lights,1931
3313,Class Reunion,1982
3316,Reindeer Games,2000
3317,Wonder Boys,2000
3318,Deterrence,1999
3324,Drowning Mona,2000
3326,What Planet Are You From?,2000
3327,Beyond the Mat,1999
3328,Ghost Dog: The Way of the Samurai,1999
3330,Splendor in the Grass,1961
3331,My Tutor,1983
3334,Key Largo,1948
3338,For All Mankind,1989
3339,Cross of Iron,1977
3340,Bride of the Monster,1955
3341,Born Yesterday,1950
3342,Birdy,1984
3343,And God Created Woman,1988
3345,"Charlie, the Lonesome Cougar",1967
3347,Never Cry Wolf,1983
3354,Mission to Mars,2000
3358,Defending Your Life,1991
3359,Breaking Away,1979
3361,Bull Durham,1988
3362,Dog Day Afternoon,1975
3363,American Graffiti,1973
3370,Betrayed,1988
3371,Bound for Glory,1976
3373,Buck and the Preacher,1972
3374,Daughters of the Dust,1991
3375,Destination Moon,1950
3379,On the Beach,1959
3380,Railroaded!,1947
3385,Volunteers,1985
3386,JFK,1991
3387,Who's Harry Crumb?,1989
3388,Harry and the Hendersons,1987
3390,Shanghai Surprise,1986
3392,She-Devil,1989
3394,Blind Date,1987
3395,Nadine,1987
3399,Sesame Street Presents Follow That Bird,1985
3400,We're Back! A Dinosaur's Story,1993
3402,Turtle Diary,1985
3403,Raise the Titanic,1980
3404,Titanic,1953
3406,Captain Horatio Hornblower R.N.,1951
3408,Erin Brockovich,2000
3409,Final Destination,2000
3413,Impact,1949
3414,Love Is a Many-Splendored Thing,1955
3418,Thelma & Louise,1991
3420,...And Justice for All,1979
3421,Animal House,1978
3422,She's Gotta Have It,1986
3423,School Daze,1988
3424,Do the Right Thing,1989
3425,Mo' Better Blues,1990
3426,Jungle Fever,1991
3427,Coogan's Bluff,1968
3429,Creature Comforts,1989
3430,Death Wish,1974
3431,Death Wish 2,1982
3432,Death Wish 3,1985
3433,Death Wish 4: The Crackdown,1987
3434,Death Wish 5: The Face of Death,1994
3435,Double Indemnity,1944
3436,Dying Young,1991
3437,Cool as Ice,1991
3438,Teenage Mutant Ninja Turtles,1990
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
3440,Teenage Mutant Ninja Turtles III,1993
3441,Red Dawn,1984
3442,Band of the Hand,1986
3443,Born American,1986
3444,Bloodsport,1988
3445,Eyes of Laura Mars,1978
3446,Funny Bones,1995
3448,"Good Morning, Vietnam",1987
3450,Grumpy Old Men,1993
3451,Guess Who's Coming to Dinner,1967
3452,Romeo Must Die,2000
3454,Whatever It Takes,2000
3457,Waking the Dead,2000
3459,Gothic,1986
3461,Lord of the Flies,1963
3462,Modern Times,1936
3466,Heart and Souls,1993
3467,Hud,1963
3469,Inherit the Wind,1960
3471,Close Encounters of the Third Kind,1977
3474,Retroactive,1997
3476,Jacob's Ladder,1990
3477,Empire Records,1995
3479,Ladyhawke,1985
3480,Lucas,1986
3481,High Fidelity,2000
3487,El Dorado,1966
3489,Hook,1991
3490,Horror Express,1972
3491,My Chauffeur,1986
3494,True Grit,1969
3496,Madame Sousatzka,1988
3497,Max Dugan Returns,1983
3498,Midnight Express,1978
3499,Misery,1990
3500,Mr. Saturday Night,1992
3501,Murphy's Romance,1985
3502,My Life,1993
3504,Network,1976
3505,No Way Out,1987
3506,North Dallas Forty,1979
3510,Frequency,2000
3512,Return to Me,2000
3513,Rules of Engagement,2000
3515,Me Myself I,2000
3516,"Bell, Book and Candle",1958
3519,Force 10 from Navarone,1978
3520,How to Stuff a Wild Bikini,1965
3521,Mystery Train,1989
3524,Arthur,1981
3525,Bachelor Party,1984
3526,Parenthood,1989
3527,Predator,1987
3531,All the Vermeers in New York,1990
3534,28 Days,2000
3535,American Psycho,2000
3536,Keeping the Faith,2000
3540,Passion of Mind,2000
3543,Diner,1982
3545,Cabaret,1972
3546,What Ever Happened to Baby Jane?,1962
3547,Prick Up Your Ears,1987
3548,Auntie Mame,1958
3549,Guys and Dolls,1955
3551,Marathon Man,1976
3552,Caddyshack,1980
3553,Gossip,2000
3555,U-571,2000
3559,Limelight,1952
3565,Where the Heart Is,2000
3567,Bossa Nova,2000
3572,Carnosaur,1993
3573,Carnosaur 2,1995
3574,Carnosaur 3: Primal Species,1996
3577,Two Moon Junction,1988
3578,Gladiator,2000
3580,Up at the Villa,2000
3581,Human Traffic,1999
3584,Breathless,1983
3591,Mr. Mom,1983
3593,Battlefield Earth,2000
3594,Center Stage,2000
3596,Screwed,2000
3597,Whipped,2000
3598,Hamlet,2000
3599,Anchors Aweigh,1945
3600,Blue Hawaii,1961
3604,Gypsy,1962
3605,King Creole,1958
3606,On the Town,1949
3608,Pee-wee's Big Adventure,1985
3610,Roustabout,1964
3611,Saludos Amigos,1943
3613,Things Change,1988
3614,Honeymoon in Vegas,1992
3615,Dinosaur,2000
3616,Loser,2000
3617,Road Trip,2000
3618,Small Time Crooks,2000
3621,Possession,1981
3623,Mission: Impossible II,2000
3624,Shanghai Noon,2000
3627,Carnival of Souls,1962
3628,Flying Tigers,1942
3633,On Her Majesty's Secret Service,1969
3634,Seven Days in May,1964
3638,Moonraker,1979
3644,Dark Command,1940
3646,Big Momma's House,2000
3649,American Gigolo,1980
3658,Quatermass and the Pit,1967
3660,Puppet Master,1989
3661,Puppet Master II,1991
3663,Puppet Master 4,1993
3664,Puppet Master 5: The Final Chapter,1994
3668,Romeo and Juliet,1968
3669,Stay Tuned,1992
3671,Blazing Saddles,1974
3672,Benji,1974
3673,Benji the Hunted,1987
3675,White Christmas,1954
3676,Eraserhead,1977
3677,Baraka,1992
3682,Magnum Force,1973
3683,Blood Simple,1984
3685,Prizzi's Honor,1985
3686,Flatliners,1990
3688,Porky's,1982
3689,Porky's II: The Next Day,1983
3690,Porky's Revenge,1985
3692,Class of Nuke 'Em High,1986
3696,Night of the Creeps,1986
3697,Predator 2,1990
3699,Starman,1984
3701,Alien Nation,1988
3702,Mad Max,1979
3704,Mad Max Beyond Thunderdome,1985
3705,Bird on a Wire,1990
3706,Angel Heart,1987
3708,Firestarter,1984
3709,Sleepwalkers,1992
3710,Action Jackson,1988
3712,Soapdish,1991
3715,Burglar,1987
3716,Fatal Beauty,1987
3717,Gone in 60 Seconds,2000
3718,American Pimp,1999
3719,Love's Labour's Lost,2000
3720,Sunshine,1999
3723,Hamlet,1990
3724,Coming Home,1978
3726,Assault on Precinct 13,1976
3727,Near Dark,1987
3728,One False Move,1992
3729,Shaft,1971
3731,Cutter's Way,1981
3734,Prince of the City,1981
3735,Serpico,1973
3737,Lonely Are the Brave,1962
3739,Trouble in Paradise,1932
3740,Big Trouble in Little China,1986
3741,Badlands,1973
3743,Boys and Girls,2000
3744,Shaft,2000
3745,Titan A.E.,2000
3747,Jesus' Son,1999
3751,Chicken Run,2000
3752,"Me, Myself & Irene",2000
3758,Communion,1989
3763,F/X,1986
3766,Missing in Action,1984
3767,Missing in Action 2: The Beginning,1985
3768,Braddock: Missing in Action III,1988
3769,Thunderbolt and Lightfoot,1974
3770,Dreamscape,1984
3771,The Golden Voyage of Sinbad,1973
3773,House Party,1990
3774,House Party 2,1991
3775,Make Mine Music,1946
3776,Melody Time,1948
3780,Rocketship X-M,1950
3781,Shaft in Africa,1973
3783,Croupier,1998
3785,Scary Movie,2000
3786,But I'm a Cheerleader,1999
3790,Groove,2000
3791,Footloose,1984
3792,Duel in the Sun,1946
3793,X-Men,2000
3798,What Lies Beneath,2000
3801,Anatomy of a Murder,1959
3802,Freejack,1992
3804,H.O.T.S.,1979
3806,Mackenna's Gold,1969
3807,Sinbad and the Eye of the Tiger,1977
3809,What About Bob?,1991
3810,White Sands,1992
3811,Breaker Morant,1980
3813,Interiors,1978
3814,Love and Death,1975
3820,Thomas and the Magic Railroad,2000
3821,Nutty Professor II: The Klumps,2000
3823,Wonderland,1999
3824,Autumn in New York,2000
3825,Coyote Ugly,2000
3826,Hollow Man,2000
3827,Space Cowboys,2000
3830,Psycho Beach Party,2000
3831,Saving Grace,2000
3834,Bronco Billy,1980
3836,Kelly's Heroes,1970
3837,Phantasm II,1988
